datasetid,publicationid,primarypub,year,citation,articletitle,journal,volume,issue,pages,doi,url
47323,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47324,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47325,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47326,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47327,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47328,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47329,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47330,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47331,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47332,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47333,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47334,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47335,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47336,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47337,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47338,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47339,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47340,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47341,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47342,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47343,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47344,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47345,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47346,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47347,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47348,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47349,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47350,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47351,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47352,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
47353,15948,False,2016,"Amesbury, M.J., G.T. Swindles, A.A. Bobrov, D.J. Charman, J. Holden, M. Lamentowicz, G. Mallon, Y.A. Mazei, E.A.D. Mitchell, R.J. Payne, T.P. Roland, T.E. Turner, and B.G. Warner. 2016. Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology. Quaternary Science Reviews 152:132-151.",Development of a new pan-European testate amoeba transfer function for reconstructing peatland palaeohydrology,Quaternary Science Reviews,152,,132-151,,
